,mean_IC,IC_IR,pct_positive
1d_IC,0.016626689039101524,0.0969862727283936,0.5532110091743119
5d_IC,0.010654186009538248,0.06201681666232499,0.5471524800979792
10d_IC,0.0028839531734134952,0.017463429556461837,0.5200858632321373
21d_IC,-0.0046231084299749045,-0.028524802612347223,0.5138461538461538
